GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Fuel Trim Bank 1 Short Term(%),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 2(%),Engine Load(%),Engine Load(Absolute)(%),Air Fuel Ratio(Measured)(:1),Air Fuel Ratio(Commanded)(:1),EGR Commanded(%),EGR Error(%),Intake Manifold Pressure(psi),Engine RPM(rpm),O2 Sensor1 Equivalence Ratio(alternate),Commanded Equivalence Ratio(lambda),Mass Air Flow Rate(g/s),O2 Volts Bank 1 sensor 2(V),Intake Air Temperature(°C),Ambient air temp(°C),Engine Coolant Temperature(°C),Catalyst Temperature (Bank 1 Sensor 1)(°C),Catalyst Temperature (Bank 1 Sensor 2)(°C),Speed (OBD)(km/h)
Thu Oct 28 13:58:34 GMT+02:00 2021,28-oct.-2021 13:58:35.302,3.20633217,46.05838395,21.18,9.935046,404.2840576171875,170.6,8.96149731,0.61650693,3.96240377,-0.01111546,18.75,0.78125,18.75,56.07843399,46.66666794,14.73185062,14.61252117,84.70587921,2.34375,10.73279285,2271,1.00216675,0.99404907,14.10000038,0.58999997,30,-,91,567.70001221,-,77
Thu Oct 28 13:58:35 GMT+02:00 2021,28-oct.-2021 13:58:36.303,3.20637056,46.05819695,21.32,9.935046,404.092041015625,170.6,9.18894577,0.76494741,3.88698649,0.02774916,20.3125,0.78125,20.3125,54.50980377,44.70588303,14.6721859,14.62777328,87.05882263,0,10.73279285,2280,0.99810791,0.99508667,13.84000015,0.59499997,30,-,91,567.70001221,-,77
Thu Oct 28 13:58:36 GMT+02:00 2021,28-oct.-2021 13:58:37.304,3.20641022,46.05800716,21.44,9.935046,404.410888671875,170.6,8.96628571,0.84994161,4.11323833,0.03190066,20.3125,0.78125,20.3125,57.25490189,47.05882263,14.75562763,14.68026161,77.64705658,-0.78125,10.73279285,2284,1.00378418,0.99865723,13.92000008,0.59999996,30,-,91,571.59997559,-,77
Thu Oct 28 13:58:37 GMT+02:00 2021,28-oct.-2021 13:58:38.301,3.20645556,46.05781654,21.4,9.935046,404.45855712890625,170.6,9.30027676,0.80804306,4.35624981,0.03851655,21.09375,0.78125,21.09375,55.29411697,45.49019623,14.60758591,14.70403767,86.27451324,-3.125,10.5877552,2286,0.99371338,1.00027466,13.92000008,0.60499996,30,-,91,571.59997559,-,77
Thu Oct 28 13:58:38 GMT+02:00 2021,28-oct.-2021 13:58:39.302,3.20650356,46.0576274,21.23,9.935046,405.0537109375,170.6,8.89565659,0.54707509,4.23294878,0.02759628,20.3125,0.78125,20.3125,56.47058868,46.27450943,14.79645061,14.73544025,87.05882263,1.5625,10.87783051,2279,1.00656128,1.00241089,14.01000023,0.60499996,30,-,91,575.59997559,-,77
Thu Oct 28 13:58:39 GMT+02:00 2021,28-oct.-2021 13:58:40.304,3.20654792,46.0574404,21.12,9.935046,405.1392822265625,170.7,9.29907894,0.28131869,4.08809948,0.03889924,22.65625,0.78125,22.65625,65.49019623,52.94117737,14.69147587,14.73409367,88.23529053,3.125,11.74805641,2271,0.99942017,1.00231934,16.22999954,0.61500001,30,-,91,575.59997559,-,77
Thu Oct 28 13:58:40 GMT+02:00 2021,28-oct.-2021 13:58:41.303,3.20659487,46.0572409,21.47,9.935046,404.6422119140625,171.0,8.97945309,0.56144029,3.93247628,0.00262685,21.875,0.78125,21.875,67.05882263,50.19607925,14.47165775,14.75293541,78.8235321,-2.34375,11.31294346,2269,0.98446655,1.00360107,15.60000038,0.58499998,30,-,91,583,-,77
Thu Oct 28 13:58:41 GMT+02:00 2021,28-oct.-2021 13:58:42.301,3.20663099,46.05703885,21.53,9.935046,404.75469970703125,171.4,9.11711979,0.82001406,3.91451979,-0.01062317,22.65625,0.78125,22.65625,65.49019623,53.72549057,15.00505352,14.76101017,74.11764526,-3.125,11.74805641,2267,1.02075195,1.00415039,16.13999939,0.60499996,30,-,91,583,-,77
Thu Oct 28 13:58:42 GMT+02:00 2021,28-oct.-2021 13:58:43.302,3.20667491,46.05684456,21.6,9.935046,404.6163330078125,171.5,8.93994904,0.84994161,4.13957453,0.0364962,24.21875,0.78125,24.21875,67.05882263,54.90196228,14.72332764,14.74037457,79.21568298,-3.125,11.89309406,2270,1.00158691,1.00274658,16.61000061,0.61000001,30,-,91,589.79998779,-,77
Thu Oct 28 13:58:43 GMT+02:00 2021,28-oct.-2021 13:58:44.301,3.20671639,46.05666208,21.32,9.935046,405.140869140625,171.5,8.9411459,0.83318222,3.69664741,0.01291027,23.4375,0.78125,23.4375,67.05882263,55.29411697,14.7385807,14.63629818,81.5686264,-6.25,11.74805641,2277,1.00262451,0.9956665,16.61000061,0.55500001,30,-,91,589.79998779,-,77
Thu Oct 28 13:58:44 GMT+02:00 2021,28-oct.-2021 13:58:45.300,3.20676085,46.05647864,21.25,9.935046,405.373291015625,171.6,8.42519569,0.4369418,3.43448234,-0.01005585,24.21875,0.78125,23.4375,66.66666412,54.11764526,14.56541634,14.62867165,74.50980377,13.28125,11.74805641,2285,0.99084473,0.99514771,16.40999985,0.61000001,30,-,91,597.09997559,-,77
Thu Oct 28 13:58:45 GMT+02:00 2021,28-oct.-2021 13:58:46.300,3.20680599,46.05628648,21.47,9.935046,406.19573974609375,171.6,9.03691387,0.62249243,4.02704716,-0.00688943,23.4375,0.78125,23.4375,65.09803772,53.72549057,14.64437199,14.74575806,83.92156982,7.03125,11.74805641,2297,0.99621582,1.00311279,16.31999969,0.59999996,30,-,91,597.09997559,-,77
Thu Oct 28 13:58:46 GMT+02:00 2021,28-oct.-2021 13:58:47.303,3.20684723,46.05609884,21.52,9.935046,406.734130859375,171.5,9.13148499,0.9504981,4.26527023,0.05228616,24.21875,0.78125,24.21875,65.88235474,53.72549057,14.52459335,14.71345806,89.41176605,-0.78125,11.74805641,2302,0.98806763,1.00091553,16.61000061,0.58999997,30,-,91,604.29998779,-,78
Thu Oct 28 13:58:47 GMT+02:00 2021,28-oct.-2021 13:58:48.300,3.20688958,46.05590383,21.54,9.935046,407.3131103515625,171.0,9.07282734,0.75417352,3.90374589,0.02005698,24.21875,1.5625,23.4375,64.31372833,53.33333206,14.71166325,14.50126648,78.4313736,-0.78125,11.74805641,2308,1.00079346,0.98648071,16.40999985,0.59999996,30,-,91,604.29998779,-,78
Thu Oct 28 13:58:48 GMT+02:00 2021,28-oct.-2021 13:58:49.301,3.20693387,46.05570949,21.67,9.935046,407.64111328125,170.9,9.11711979,0.65122288,3.99951386,0.04668609,23.4375,1.5625,23.4375,63.13725662,56.07843018,14.75876713,14.50395775,82.35294342,0,11.74805641,2310,1.0039978,0.98666382,15.96000004,0.59499997,30,-,91,609.70001221,-,78
Thu Oct 28 13:58:49 GMT+02:00 2021,28-oct.-2021 13:58:50.301,3.20697909,46.05551219,21.68,9.935046,408.0738525390625,170.8,9.93474007,0.73142862,4.35026455,0.05051861,24.21875,1.5625,24.21875,63.92156982,52.94117737,14.50126648,14.72871017,82.7450943,-4.6875,11.60301876,2309,0.98648071,1.00195312,16.22999954,0.55000001,30,-,91,609.70001221,-,78
Thu Oct 28 13:58:50 GMT+02:00 2021,28-oct.-2021 13:58:51.303,3.20702683,46.05531931,21.67,9.935046,409.0872802734375,170.7,8.49343014,0.21428105,4.08809948,0.01333311,23.4375,1.5625,21.875,58.8235321,23.92156792,14.57932377,14.5111351,87.05882263,0,5.51143408,2299,0.99179077,0.9871521,14.88000011,0.58499998,30,-,91,612.79998779,-,78
Thu Oct 28 13:58:51 GMT+02:00 2021,28-oct.-2021 13:58:52.303,3.20707122,46.05512852,21.45,9.935046,409.20428466796875,170.7,8.45632076,0.65601128,4.46279192,0.04622885,22.65625,1.5625,30.46875,12.54901981,10.1960783,15.62189007,29.39955139,0,0,2.75571704,2206,1.06271362,1.99996948,2.94000006,0.49499997,30,-,91,612.79998779,-,74
Thu Oct 28 13:58:52 GMT+02:00 2021,28-oct.-2021 13:58:53.301,3.20711702,46.05494325,20.82,9.935046,410.080322265625,170.8,8.74960995,0.68354458,4.46159506,0.02561456,0,1.5625,0,12.94117641,10.1960783,29.39955139,29.39955139,0,0,2.61067939,2136,1.99996948,1.99996948,2.8599999,0,30,-,91,612.79998779,-,72
Thu Oct 28 13:58:53 GMT+02:00 2021,28-oct.-2021 13:58:54.300,3.20716075,46.05476621,20.02,9.935046,410.5167236328125,170.8,8.75559521,0.67277068,4.36822081,0.02037094,0,1.5625,0,13.33333397,9.8039217,29.39955139,29.39955139,0,0,2.61067939,2034,1.99996948,1.99996948,2.77999997,0,30,-,91,605.79998779,-,68
Thu Oct 28 13:58:54 GMT+02:00 2021,28-oct.-2021 13:58:55.300,3.20719461,46.05459508,19.25,9.935046,411.024169921875,170.8,9.04649067,0.65601128,3.7193923,0.01018873,0,1.5625,7.8125,44.70588303,16.47058868,29.39955139,13.77900696,29.41176414,-69.53125,6.38166046,1997,1.99996948,0.93734741,9,0.025,30,-,91,602.59997559,-,67
Thu Oct 28 13:58:55 GMT+02:00 2021,28-oct.-2021 13:58:56.302,3.20723237,46.05442999,18.69,9.935046,411.5189208984375,170.9,8.95072269,1.25695586,3.78283858,-0.0060341,24.21875,1.5625,24.21875,81.17647552,63.92156982,14.29042053,13.77900696,30.58823586,0,12.61828327,1985,0.97213745,0.93734741,16.61000061,0.09,30,-,91,602.59997559,-,67
Thu Oct 28 13:58:56 GMT+02:00 2021,28-oct.-2021 13:58:57.301,3.20726871,46.05426524,18.6,9.935046,412.0443115234375,170.4,8.88009453,0.9660604,3.68347931,-0.000634,28.125,1.5625,28.125,85.09803772,61.5686264,13.88442993,13.77900696,61.96078491,-3.90625,12.76332092,1992,0.94451904,0.93734741,17.01000023,0.63,30,-,91,602.59997559,-,67
Thu Oct 28 13:58:57 GMT+02:00 2021,28-oct.-2021 13:58:58.302,3.2073105,46.05409927,18.67,9.935046,412.437744140625,170.0,9.13866806,-0.59855044,3.8546648,0.07783017,26.5625,1.5625,26.5625,85.49019623,65.09803772,13.80054092,13.77900696,61.5686264,0,12.76332092,2002,0.93881226,0.93734741,16.80999947,0.82999998,30,-,91,612.59997559,-,67
Thu Oct 28 13:58:58 GMT+02:00 2021,28-oct.-2021 13:58:59.302,3.20735194,46.05393293,18.79,9.935046,412.6265869140625,170.3,8.98663616,0.69551557,3.67270541,-0.01794619,22.65625,1.5625,22.65625,83.92156982,62.74509811,13.61391926,14.83233929,63.52941132,-2.34375,12.90835857,2009,0.92611694,1.00900269,17.01000023,0.83499998,30,-,91,612.59997559,-,68
Thu Oct 28 13:58:59 GMT+02:00 2021,28-oct.-2021 13:59:00.306,3.20739426,46.05376697,18.88,9.935046,412.6904296875,170.2,8.74721622,0.25737667,3.65594602,0.00979894,21.875,1.5625,21.875,84.31372833,61.17647171,14.82919884,14.8964901,63.52941132,-0.78125,12.90835857,2028,1.00878906,1.0133667,17.20999908,0.79499996,30,-,91,623.70001221,-,68
Thu Oct 28 13:59:00 GMT+02:00 2021,28-oct.-2021 13:59:01.301,3.2074336,46.05359696,19.06,9.935046,412.6331787109375,170.7,8.68376923,0.85951841,3.7313633,0.0211902,23.4375,1.5625,21.875,78.8235321,61.17647171,15.0086422,14.9337244,66.27451324,-2.34375,12.76332092,2059,1.02099609,1.01589966,17.20999908,0.76499999,30,-,91,623.70001221,-,69
Thu Oct 28 13:59:01 GMT+02:00 2021,28-oct.-2021 13:59:02.302,3.20747547,46.05342527,19.31,9.935046,413.088623046875,171.0,8.99621296,0.71347213,3.89895749,0.01737681,25,1.5625,25,81.5686264,63.52941132,14.77267456,14.53715515,66.27451324,-6.25,12.61828327,2076,1.00494385,0.98892212,17.20999908,0.47,30,-,91,632.5,-,70
Thu Oct 28 13:59:02 GMT+02:00 2021,28-oct.-2021 13:59:03.302,3.20751726,46.05325121,19.53,9.935046,413.148681640625,171.0,8.66581345,1.12527478,3.63439822,0.01297307,25.78125,1.5625,25.78125,81.17647552,62.35293961,14.62508202,14.52908039,68.62744904,3.90625,12.61828327,2109,0.99490356,0.9883728,17.71999931,0.28999999,30,-,91,632.5,-,71
Thu Oct 28 13:59:03 GMT+02:00 2021,28-oct.-2021 13:59:04.304,3.20755531,46.05307731,19.75,9.935046,413.30908203125,170.7,9.04888535,1.01992989,3.99233127,0.01605242,26.5625,1.5625,26.5625,76.86274719,62.74509811,14.60982895,14.49857426,70.58823395,-0.78125,12.76332092,2124,0.99386597,0.98629761,17.62000084,0.24499999,30,-,91,639.70001221,-,72
Thu Oct 28 13:59:04 GMT+02:00 2021,28-oct.-2021 13:59:05.303,3.20759941,46.05289953,20.02,9.935046,413.319091796875,170.0,8.81784439,0.66079968,3.74094009,0.02599304,26.5625,1.5625,26.5625,76.07843018,58.82352829,14.99249172,14.48780918,68.62744904,0.78125,12.47324562,2165,1.01989746,0.98556519,17.11000061,0.32499999,30,-,91,639.70001221,-,73
Thu Oct 28 13:59:05 GMT+02:00 2021,28-oct.-2021 13:59:06.302,3.20764926,46.05271918,20.34,9.935046,413.248046875,169.8,9.30267048,0.64164603,3.89177489,0.02879238,27.34375,1.5625,27.34375,73.72549438,58.82352829,14.75876713,14.48063087,61.17647171,1.5625,12.32820797,2177,1.0039978,0.9850769,17.01000023,0.19499999,30,-,91,646.5,-,73
Thu Oct 28 13:59:06 GMT+02:00 2021,28-oct.-2021 13:59:07.301,3.20769423,46.05253816,20.62,9.935046,413.53619384765625,170.1,9.19732571,0.80804306,4.03183556,0.00390381,26.5625,1.5625,26.5625,73.33333588,58.03921509,14.39090919,14.74710369,71.76470947,2.34375,12.47324562,2226,0.97897339,1.00320435,17.20999908,0.51999998,30,-,91,646.5,-,74
Thu Oct 28 13:59:07 GMT+02:00 2021,28-oct.-2021 13:59:08.303,3.20774117,46.05235393,20.9,9.935046,413.7108154296875,170.0,8.8573494,0.76973587,3.82713151,0.02083442,25.78125,1.5625,25.78125,71.37255096,58.4313736,14.73364544,14.66052151,84.70587921,0.78125,12.32820797,2248,1.00228882,0.99731445,17.31999969,0.63499999,30,-,91,651,-,76
Thu Oct 28 13:59:08 GMT+02:00 2021,28-oct.-2021 13:59:09.302,3.20778471,46.05216765,21.07,9.935046,413.5579833984375,170.0,8.558074,0.72903442,3.8714242,-0.01161071,26.5625,1.5625,26.5625,70.98039246,57.25490189,14.79510498,14.75742149,85.49019623,-3.125,12.32820797,2263,1.00646973,1.00390625,17.42000008,0.59999996,30,-,91,651,-,76
Thu Oct 28 13:59:09 GMT+02:00 2021,28-oct.-2021 13:59:10.301,3.20783512,46.05197749,21.23,9.935046,413.41485595703125,169.9,8.05888271,0.8834604,3.40694904,-0.05030908,27.34375,1.5625,28.125,67.84313965,56.07843018,14.94180012,14.46851826,77.2549057,2.34375,11.89309406,2300,1.01644897,0.98425293,17.31999969,0.41499999,30,-,91,653.20001221,-,78
Thu Oct 28 13:59:10 GMT+02:00 2021,28-oct.-2021 13:59:11.302,3.20788421,46.05178782,21.62,9.935046,413.42724609375,169.8,9.11233139,0.73861122,3.99113417,0.01943671,28.125,1.5625,27.34375,69.41176605,56.86274338,14.71839333,14.62014771,68.62744904,-3.125,12.03813267,2306,1.00125122,0.99456787,17.52000046,0.60499996,30,-,91,653.20001221,-,78
Thu Oct 28 13:59:11 GMT+02:00 2021,28-oct.-2021 13:59:12.303,3.2079364,46.05159397,21.72,9.935046,413.5810546875,169.9,8.79150867,0.61650693,3.94085598,-0.00553784,27.34375,1.5625,26.5625,65.88235474,54.90196228,14.80317974,14.61386681,82.35294342,0.78125,11.74805641,2323,1.00701904,0.99414062,17.01000023,0.58999997,30,-,91,655.59997559,-,78
Thu Oct 28 13:59:12 GMT+02:00 2021,28-oct.-2021 13:59:13.304,3.20798392,46.05140281,21.84,9.935046,413.6885986328125,170.2,8.64546204,0.70628953,3.79002118,0.00963459,28.125,1.5625,28.125,64.70588684,51.37254715,15.00325871,14.66455936,88.62744904,0,11.60301876,2334,1.02062988,0.99758911,16.40999985,0.59499997,30,-,91,655.59997559,-,79
Thu Oct 28 13:59:13 GMT+02:00 2021,28-oct.-2021 13:59:14.302,3.2080306,46.05120708,21.93,9.935046,413.83917236328125,170.6,8.94234371,0.85473001,3.881001,0.0172096,27.34375,1.5625,27.34375,59.60784531,49.80392075,14.63584995,14.6327076,89.41176605,0,11.02286816,2346,0.99563599,0.99542236,15.06000042,0.57999998,30,-,91,654.29998779,-,79
Thu Oct 28 13:59:14 GMT+02:00 2021,28-oct.-2021 13:59:15.302,3.20808054,46.05100953,22.07,9.935046,414.365234375,170.4,9.36731434,0.84754741,4.27484703,0.03340527,28.125,1.5625,28.125,57.25490189,47.05882263,14.63495159,14.69641018,85.88235474,3.125,10.73279285,2351,0.99557495,0.99975586,14.52999973,0.55000001,30,-,91,654.29998779,-,79
Thu Oct 28 13:59:15 GMT+02:00 2021,28-oct.-2021 13:59:16.304,3.20812736,46.05081337,22.1,9.935046,414.4620361328125,170.3,9.10874081,0.73741412,4.05218649,0.04612297,28.125,1.5625,28.125,54.11764908,45.49019623,14.55420303,14.77222538,78.8235321,-5.46875,10.5877552,2358,0.99008179,1.00491333,14.18000031,0.61000001,30,-,91,650.70001221,-,80
Thu Oct 28 13:59:16 GMT+02:00 2021,28-oct.-2021 13:59:17.302,3.20817387,46.05061831,22.11,9.935046,414.36041259765625,170.4,8.84178734,0.54228669,4.14556026,0.02921305,28.125,1.5625,28.125,51.37255096,41.96078491,14.8341341,14.67622375,88.23529053,5.46875,10.1526413,2355,1.00912476,0.99838257,13.42000008,0.61000001,30,-,91,650.70001221,-,80
Thu Oct 28 13:59:17 GMT+02:00 2021,28-oct.-2021 13:59:18.301,3.20821857,46.05042076,22.14,9.935046,414.3853759765625,170.4,9.56962395,0.65241998,4.45560932,0.03251807,28.90625,1.5625,28.90625,50.58823776,41.5686264,14.63495159,14.64975643,80.39215851,0,9.86256599,2348,0.99557495,0.99658203,12.94999981,0.58999997,30,-,91,644.59997559,-,79
Thu Oct 28 13:59:18 GMT+02:00 2021,28-oct.-2021 13:59:19.302,3.20826718,46.05022366,22.08,9.935046,414.3594970703125,170.4,8.87291145,0.81163436,4.08809948,0.01086113,28.125,1.5625,28.90625,50.98039246,42.35293961,14.50395775,14.66949463,88.23529053,-0.78125,10.00760365,2339,0.98666382,0.9979248,13.18000031,0.59999996,30,-,91,644.59997559,-,79
Thu Oct 28 13:59:19 GMT+02:00 2021,28-oct.-2021 13:59:20.303,3.20831405,46.05002947,21.86,9.935046,414.384765625,170.5,8.89805031,0.76853877,3.76727629,0.02673266,28.125,1.5625,28.125,54.50980377,45.88235474,14.65603638,14.49677944,87.05882263,0,10.73279285,2333,0.99700928,0.98617554,14.10000038,0.57999998,30,-,91,639.09997559,-,79
Thu Oct 28 13:59:20 GMT+02:00 2021,28-oct.-2021 13:59:21.301,3.20836456,46.04983541,21.87,9.935046,414.66064453125,170.4,8.89086819,0.67755908,4.23175144,0.03389443,28.125,1.5625,28.125,56.86274719,47.45098114,14.66231728,14.6524477,87.84313965,-0.78125,10.73279285,2327,0.99743652,0.99676514,14.61999989,0.52999997,30,-,91,639.09997559,-,79
Thu Oct 28 13:59:21 GMT+02:00 2021,28-oct.-2021 13:59:22.301,3.20841055,46.04964073,21.92,9.935046,414.6573486328125,170.3,9.29788208,0.45010993,3.97796607,0.04523269,28.125,1.5625,28.90625,57.64706039,50.19607925,14.6721859,14.68519497,80,7.03125,11.16790581,2317,0.99810791,0.99899292,15.42000008,0.56999999,30,-,91,636,-,78
Thu Oct 28 13:59:22 GMT+02:00 2021,28-oct.-2021 13:59:23.306,3.20845872,46.04944932,21.73,9.935046,415.0975341796875,170.3,8.6909523,0.39624038,3.89895749,0.02129974,28.90625,1.5625,28.90625,61.17647171,50.98039246,14.65603638,14.63674641,90.19607544,0,11.31294346,2318,0.99700928,0.99569702,15.60000038,0.58999997,30,-,91,636,-,78
Thu Oct 28 13:59:23 GMT+02:00 2021,28-oct.-2021 13:59:24.304,3.20850227,46.04925429,21.85,9.935046,415.380615234375,170.4,8.95670891,0.61530983,4.10126734,0.01870514,28.90625,1.5625,28.90625,63.13725662,53.72549057,14.65738106,14.56496906,89.41176605,0,11.31294346,2316,0.99710083,0.99081421,16.04999924,0.55500001,30,-,91,635.5,-,78
Thu Oct 28 13:59:24 GMT+02:00 2021,28-oct.-2021 13:59:25.303,3.20855674,46.0490593,21.78,9.935046,415.75018310546875,170.4,9.00219822,0.24660277,3.76129079,0.0084534,29.6875,1.5625,29.6875,65.09803772,53.72549057,14.59996033,14.67577457,88.62744904,0,11.89309406,2311,0.99319458,0.99835205,16.51000023,0.59999996,30,-,91,635.5,-,78
Thu Oct 28 13:59:25 GMT+02:00 2021,28-oct.-2021 13:59:26.301,3.20860457,46.04886995,21.72,9.935046,416.28887939453125,170.6,8.69693756,0.69431847,3.8462851,0.00349312,28.90625,1.5625,28.90625,65.88235474,54.11764526,14.56317329,14.50350952,82.7450943,3.90625,11.74805641,2314,0.99069214,0.9866333,16.31999969,0.44999999,30,-,91,637.40002441,-,78
Thu Oct 28 13:59:26 GMT+02:00 2021,28-oct.-2021 13:59:27.303,3.20864778,46.0486776,21.7,9.935046,416.9056396484375,170.6,8.67898083,0.94810385,3.92409658,-0.01209586,28.90625,1.5625,28.90625,65.88235474,54.50980377,14.49992085,14.63943768,87.84313965,0.78125,11.74805641,2309,0.98638916,0.99588013,16.70999908,0.58499998,30,-,91,637.40002441,-,78
Thu Oct 28 13:59:27 GMT+02:00 2021,28-oct.-2021 13:59:28.302,3.20869816,46.04848175,21.74,9.935046,417.340576171875,170.5,8.9124155,0.72185183,3.91451979,0.03532476,29.6875,1.5625,28.90625,65.49019623,53.72549057,14.68385029,14.63226032,86.66666412,0.78125,11.74805641,2312,0.99890137,0.99539185,16.61000061,0.58499998,30,-,91,639.29998779,-,78
Thu Oct 28 13:59:28 GMT+02:00 2021,28-oct.-2021 13:59:29.301,3.20874532,46.04828835,21.7,9.935046,418.22064208984375,170.4,8.75320148,0.50158525,3.62482142,-0.01364927,29.6875,1.5625,29.6875,65.09803772,54.90196228,14.62104511,14.65693378,76.86274719,3.90625,11.74805641,2311,0.99462891,0.99707031,16.80999947,0.54500002,30,-,91,639.29998779,-,78
Thu Oct 28 13:59:29 GMT+02:00 2021,28-oct.-2021 13:59:30.301,3.20879306,46.04809752,21.65,9.935046,418.4884033203125,170.4,8.51737213,0.67157358,3.83431411,-0.01092051,28.90625,1.5625,30.46875,65.49019623,54.50980377,14.51248074,14.64123154,80.39215851,-4.6875,12.03813267,2315,0.98724365,0.9960022,16.70999908,0.56999999,30,-,91,641.29998779,-,78
Thu Oct 28 13:59:30 GMT+02:00 2021,28-oct.-2021 13:59:31.302,3.2088321,46.04790469,21.73,9.935046,418.8194580078125,170.5,8.93037224,0.94451255,3.90853429,-0.01021553,29.6875,1.5625,29.6875,66.27451324,56.86274338,14.43352699,14.65693378,76.07843018,-7.03125,12.03813267,2324,0.98187256,0.99707031,17.11000061,0.61000001,30,-,91,641.29998779,-,79
Thu Oct 28 13:59:31 GMT+02:00 2021,28-oct.-2021 13:59:32.302,3.20887457,46.04771445,21.61,9.935046,418.271240234375,170.4,8.73404789,0.78050977,3.96719217,0.01371862,28.90625,2.34375,28.90625,67.84313965,56.47058868,14.71345806,14.62463284,83.92156982,-0.78125,11.89309406,2339,1.00091553,0.99487305,17.31999969,0.58999997,30,-,91,641.29998779,-,79
Thu Oct 28 13:59:32 GMT+02:00 2021,28-oct.-2021 13:59:33.302,3.20891909,46.04751961,21.99,9.935046,418.3214111328125,170.3,8.74601841,0.87268651,3.91811109,0.01703938,28.90625,2.34375,28.90625,66.27451324,50.58823395,14.69147587,14.64212894,90.19607544,-3.90625,11.74805641,2352,0.99942017,0.99606323,17.31999969,0.59999996,30,-,91,644.70001221,-,79
Thu Oct 28 13:59:33 GMT+02:00 2021,28-oct.-2021 13:59:34.300,3.2089719,46.04732497,22.13,9.935046,418.49969482421875,170.4,8.89206505,0.91099375,3.8833952,0.01061713,28.90625,2.34375,28.125,56.07843399,47.84313583,14.61969852,14.5434351,88.62744904,-4.6875,10.87783051,2362,0.99453735,0.98934937,14.78999996,0.59499997,30,-,91,644.70001221,-,80
Thu Oct 28 13:59:34 GMT+02:00 2021,28-oct.-2021 13:59:35.301,3.20901557,46.04713203,22.14,9.935046,418.53021240234375,170.2,9.02015495,0.62608373,3.82952571,0.037699,29.6875,2.34375,29.6875,54.90196228,42.74509811,14.56766033,14.53715515,78.8235321,-5.46875,10.1526413,2365,0.99099731,0.98892212,13.42000008,0.55500001,30,-,91,643.79998779,-,80
Thu Oct 28 13:59:35 GMT+02:00 2021,28-oct.-2021 13:59:36.301,3.20906527,46.0469349,22.23,9.935046,418.7193603515625,170.2,8.81784439,0.47644615,4.00789356,-0.00615546,28.90625,2.34375,28.90625,45.49019623,39.60784149,14.56766033,14.59457588,82.35294342,0,9.57249069,2365,0.99099731,0.99282837,11.97000027,0.57999998,30,-,91,643.79998779,-,80
Thu Oct 28 13:59:36 GMT+02:00 2021,28-oct.-2021 13:59:37.302,3.20911064,46.04673901,22.15,9.935046,418.510498046875,170.4,9.04529381,0.73023152,4.18267059,0.04086213,30.46875,2.34375,30.46875,41.96078491,34.90196228,14.67936325,14.52908039,47.05882263,1.5625,8.84730244,2354,0.99859619,0.9883728,11.07999992,0.57499999,30,-,91,639.20001221,-,79
Thu Oct 28 13:59:37 GMT+02:00 2021,28-oct.-2021 13:59:38.301,3.20915503,46.04654291,22.06,9.935046,418.4488525390625,170.5,8.88488293,0.86909521,4.13837767,0.03154226,30.46875,2.34375,29.6875,45.49019623,35.29411697,14.17557716,14.17019367,55.29411697,-5.46875,8.70226383,2343,0.96432495,0.96395874,11.76000023,0.565,30,-,91,639.20001221,-,79
Thu Oct 28 13:59:38 GMT+02:00 2021,28-oct.-2021 13:59:39.303,3.20920507,46.04634343,22.19,9.935046,418.84527587890625,170.5,9.02015495,0.90141696,4.07971954,0.04127575,30.46875,2.34375,30.46875,48.23529434,41.96078491,14.64437199,14.88751793,87.45098114,-3.90625,9.42745304,2332,0.99621582,1.01275635,12.47000027,0.57999998,30,-,91,632.59997559,-,79
Thu Oct 28 13:59:39 GMT+02:00 2021,28-oct.-2021 13:59:40.301,3.20925181,46.04614614,22.02,9.935046,418.8739013671875,170.4,8.89805031,0.78529817,4.14316607,0.03182508,30.46875,2.34375,30.46875,54.90196228,45.49019623,14.7385807,14.56317329,73.33333588,0.78125,10.44271755,2318,1.00262451,0.99069214,14.01000023,0.58999997,30,-,91,632.59997559,-,78
Thu Oct 28 13:59:40 GMT+02:00 2021,28-oct.-2021 13:59:41.302,3.20930129,46.04595393,21.67,9.935046,418.90899658203125,170.3,8.93755531,0.60453594,3.93846178,0.00902015,29.6875,2.34375,29.6875,59.2156868,49.01960754,14.72332764,14.59771729,78.03921509,4.6875,11.02286816,2314,1.00158691,0.99304199,15.06000042,0.59499997,30,-,91,628.29998779,-,78
Thu Oct 28 13:59:41 GMT+02:00 2021,28-oct.-2021 13:59:42.302,3.20935025,46.04576163,21.62,9.935046,418.96185302734375,170.3,8.74960995,0.72185183,3.7002387,0.02614134,30.46875,2.34375,30.46875,63.13725662,56.07843018,14.65738106,14.65468979,87.84313965,3.90625,12.03813267,2301,0.99710083,0.99691772,17.20999908,0.60499996,30,-,91,628.29998779,-,78
Thu Oct 28 13:59:42 GMT+02:00 2021,28-oct.-2021 13:59:43.303,3.20940231,46.04556612,21.64,9.935046,420.0814208984375,170.2,8.7986908,0.56503159,4.15992546,0.02400548,0,2.34375,0,17.64705849,10.98039246,29.39955139,14.71211243,0,0,3.91601896,2172,1.99996948,1.00082397,3.57999992,0.055,30,-,91,629.20001221,-,76
